ARREST_DATE,PD_DESC,OFNS_DESC,LAW_CODE,ARREST_BORO,ARREST_PRECINCT,AGE_GROUP,PERP_SEX
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,K,70,25-44,F
2025-01-09T00:00:00.000,"LARCENY,GRAND OF AUTO",GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,Q,103,(null),(null)
2025-01-09T00:00:00.000,"TRESPASS 3, CRIMINAL",CRIMINAL TRESPASS,PL 140100F,Q,107,25-44,M
2025-01-09T00:00:00.000,ASSAULT POLICE/PEACE OFFICER,FELONY ASSAULT,PL 1200800,B,44,(null),(null)
2025-01-09T00:00:00.000,"WEAPONS, POSSESSION, ETC",DANGEROUS WEAPONS,PL 2650102,B,40,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200501,K,75,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,M,7,18-24,M
2025-01-09T00:00:00.000,AGGRAVATED GRAND LARCENY OF ATM,GRAND LARCENY,PL 1553502,B,42,(null),(null)
2025-01-09T00:00:00.000,TAX LAW,OTHER STATE LAWS (NON PENAL LAW),TAX181400B,Q,113,(null),(null)
2025-01-09T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1702500,Q,113,(null),(null)
2025-01-09T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1702500,B,46,(null),(null)
2025-01-09T00:00:00.000,"MURDER,UNCLASSIFIED",MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,B,40,<18,M
2025-01-09T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201401,B,43,(null),(null)
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,49,(null),(null)
2025-01-09T00:00:00.000,"DRUG PARAPHERNALIA,   POSSESSE",DANGEROUS DRUGS,PL 2205002,K,75,(null),(null)
2025-01-09T00:00:00.000,"CRIMINAL MISCHIEF 4TH, GRAFFIT",CRIMINAL MISCHIEF & RELATED OF,PL 1456002,K,90,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200501,K,75,65+,M
2025-01-09T00:00:00.000,ASSAULT POLICE/PEACE OFFICER,FELONY ASSAULT,PL 1200503,M,13,(null),(null)
2025-01-09T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U2,B,40,45-64,M
2025-01-09T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1700500,K,60,(null),(null)
2025-01-09T00:00:00.000,"CONTEMPT,CRIMINAL",OFFENSES AGAINST PUBLIC ADMINI,PL 2155006,B,43,25-44,M
2025-01-09T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,1,(null),(null)
2025-01-09T00:00:00.000,"FRAUD,UNCLASSIFIED-FELONY",THEFT-FRAUD,PL 1753501,M,33,(null),(null)
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,Q,106,(null),(null)
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,S,120,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553004,Q,109,18-24,M
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,Q,105,18-24,M
2025-01-09T00:00:00.000,RESISTING ARREST,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,K,79,25-44,M
2025-01-09T00:00:00.000,ASSAULT POLICE/PEACE OFFICER,FELONY ASSAULT,PL 1200503,M,6,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE,POSSESS.",DANGEROUS DRUGS,PL 2201805,S,120,45-64,M
2025-01-09T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,B,46,<18,M
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,M,7,25-44,M
2025-01-09T00:00:00.000,AGGRAVATED HARASSMENT 1,MISCELLANEOUS PENAL LAW,PL 2403102,M,14,25-44,M
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,S,120,45-64,F
2025-01-09T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1701003,K,77,(null),(null)
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,83,(null),(null)
2025-01-09T00:00:00.000,OBSTR BREATH/CIRCUL,ASSAULT 3 & RELATED OFFENSES,PL 1211100,Q,110,(null),(null)
2025-01-09T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1702000,M,33,(null),(null)
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,M,25,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,B,48,(null),(null)
2025-01-09T00:00:00.000,OBSTR BREATH/CIRCUL,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,28,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,M,18,(null),(null)
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,70,25-44,F
2025-01-09T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED VIO",OTHER STATE LAWS,CPL5700600,Q,107,18-24,M
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,K,69,(null),(null)
2025-01-09T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED FEL",OTHER STATE LAWS,VTL05110FE,K,67,(null),(null)
2025-01-09T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,Q,110,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,M,7,18-24,M
2025-01-09T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,K,75,(null),(null)
2025-01-09T00:00:00.000,WEAPONS POSSESSION 3,DANGEROUS WEAPONS,PL 2650201,K,73,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200904,Q,107,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,Q,106,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,B,49,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,GRAND OF AUTO",GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,Q,105,18-24,F
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM PERSON,UNCL",GRAND LARCENY,PL 1553005,B,42,(null),(null)
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,M,34,25-44,M
2025-01-09T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 2403001,K,60,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,M,33,25-44,M
2025-01-09T00:00:00.000,BAIL JUMPING 3,OFFENSES AGAINST PUBLIC ADMINI,PL 2155500,Q,102,25-44,M
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,B,44,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200906,M,13,(null),(null)
2025-01-09T00:00:00.000,ASSAULT POLICE/PEACE OFFICER,FELONY ASSAULT,PL 1200800,Q,103,25-44,M
2025-01-09T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,S,121,(null),(null)
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,Q,114,(null),(null)
2025-01-09T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1702000,Q,113,(null),(null)
2025-01-09T00:00:00.000,"MURDER,UNCLASSIFIED",MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,K,70,25-44,M
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,M,14,<18,M
2025-01-09T00:00:00.000,"PUBLIC ADMINISTATION,UNCLASS M",OFFENSES AGAINST PUBLIC ADMINI,PL 2052001,B,41,(null),(null)
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,Q,114,25-44,M
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,M,14,(null),(null)
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,67,25-44,M
2025-01-09T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1702500,Q,102,(null),(null)
2025-01-09T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED FEL",OTHER STATE LAWS,VTL05110E3,B,44,18-24,M
2025-01-09T00:00:00.000,"CONTEMPT,CRIMINAL",OFFENSES AGAINST PUBLIC ADMINI,PL 2155006,M,25,18-24,M
2025-01-09T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1702000,Q,105,(null),(null)
2025-01-09T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,B,43,(null),(null)
2025-01-09T00:00:00.000,"FORGERY-ILLEGAL POSSESSION,VEH",MISCELLANEOUS PENAL LAW,PL 1706503,B,47,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,B,40,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,18,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,Q,110,(null),(null)
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,66,25-44,M
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,S,120,45-64,M
2025-01-09T00:00:00.000,OBSTR BREATH/CIRCUL,ASSAULT 3 & RELATED OFFENSES,PL 1211100,B,47,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,83,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,K,61,(null),(null)
2025-01-09T00:00:00.000,"SEXUAL ABUSE 3,2",SEX CRIMES,PL 1305201,M,5,18-24,M
2025-01-09T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,Q,110,(null),(null)
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,S,123,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,Q,108,45-64,M
2025-01-09T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,K,60,(null),(null)
2025-01-09T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED VIO",OTHER STATE LAWS,LOC00000V0,Q,108,(null),(null)
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,Q,103,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,K,75,(null),(null)
2025-01-09T00:00:00.000,"FRAUD,UNCLASSIFIED-MISDEMEANOR",FRAUDS,PL 1908100,M,14,25-44,M
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,48,(null),(null)
2025-01-09T00:00:00.000,UNAUTHORIZED USE VEHICLE 2,MISCELLANEOUS PENAL LAW,PL 1650600,K,67,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,B,40,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,M,18,(null),(null)
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,B,44,18-24,M
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,23,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,70,25-44,M
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,19,(null),(null)
2025-01-09T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,K,84,(null),(null)
2025-01-09T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED VIO",OTHER STATE LAWS,LOC00000V0,B,46,18-24,M
2025-01-09T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,K,81,(null),(null)
2025-01-09T00:00:00.000,"WEAPONS, POSSESSION, ETC",DANGEROUS WEAPONS,PL 2650101,B,43,(null),(null)
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510D,K,69,(null),(null)
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,M,26,25-44,M
2025-01-09T00:00:00.000,"BURGLARY,UNCLASSIFIED,UNKNOWN",BURGLARY,PL 1402000,Q,103,25-44,M
2025-01-09T00:00:00.000,"BRIBERY,PUBLIC ADMINISTRATION",MISCELLANEOUS PENAL LAW,PL 2154002,Q,114,25-44,M
2025-01-09T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,K,60,<18,F
2025-01-09T00:00:00.000,"CANNABIS POSSESSION, 2&1",CANNABIS RELATED OFFENSES,PL 2224001,Q,113,25-44,M
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,B,40,25-44,M
2025-01-09T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 2403001,Q,109,(null),(null)
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,73,(null),(null)
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,B,44,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,B,41,45-64,M
2025-01-09T00:00:00.000,"MISCHIEF,CRIMINAL,    UNCL 2ND",CRIMINAL MISCHIEF & RELATED OF,PL 1450501,K,72,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,M,34,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200501,Q,103,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,K,83,<18,M
2025-01-09T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1702000,Q,115,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,K,77,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553501,K,77,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,K,75,25-44,M
2025-01-09T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1702000,Q,105,(null),(null)
2025-01-09T00:00:00.000,RECKLESS ENDANGERMENT 2,OFFENSES AGAINST THE PERSON,PL 1202000,M,14,18-24,M
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,71,(null),(null)
2025-01-09T00:00:00.000,"MURDER,UNCLASSIFIED",MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,B,43,18-24,M
2025-01-09T00:00:00.000,"TRESPASS 3, CRIMINAL",CRIMINAL TRESPASS,PL 140100G,K,73,(null),(null)
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,K,70,18-24,M
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,M,34,(null),(null)
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,72,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,M,18,(null),(null)
2025-01-09T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1657300,M,14,(null),(null)
2025-01-09T00:00:00.000,OBSTR BREATH/CIRCUL,ASSAULT 3 & RELATED OFFENSES,PL 1211100,K,62,25-44,M
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,M,30,(null),(null)
2025-01-09T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,K,60,(null),(null)
2025-01-09T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651502,M,18,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,Q,115,25-44,M
2025-01-09T00:00:00.000,"DRUG PARAPHERNALIA,   POSSESSE",DANGEROUS DRUGS,PL 2205002,S,122,45-64,M
2025-01-09T00:00:00.000,"INCOMPETENT PERSON,RECKLESSY ENDANGERING",OFFENSES RELATED TO CHILDREN,PL 2602400,B,48,(null),(null)
2025-01-09T00:00:00.000,BAIL JUMPING 3,OFFENSES AGAINST PUBLIC ADMINI,PL 2155500,Q,102,(null),(null)
2025-01-09T00:00:00.000,"IMPERSONATION 2, PUBLIC SERVAN",FRAUDS,PL 1902300,B,41,(null),(null)
2025-01-09T00:00:00.000,"BRIBERY,PUBLIC ADMINISTRATION",MISCELLANEOUS PENAL LAW,PL 2154002,M,25,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,M,24,25-44,M
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,K,78,18-24,M
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM PERSON,UNCL",GRAND LARCENY,PL 1553005,M,9,(null),(null)
2025-01-09T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,K,75,(null),(null)
2025-01-09T00:00:00.000,WEAPONS POSSESSION 3,DANGEROUS WEAPONS,PL 2650201,K,78,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,GRAND BY EXTORTION",GRAND LARCENY,PL 1553006,K,77,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,Q,109,(null),(null)
2025-01-09T00:00:00.000,"FORGERY-ILLEGAL POSSESSION,VEH",MISCELLANEOUS PENAL LAW,PL 1706501,K,67,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,K,90,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,GRAND OF AUTO",GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,K,60,18-24,M
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,S,121,(null),(null)
2025-01-09T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,B,52,(null),(null)
2025-01-09T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,K,79,(null),(null)
2025-01-09T00:00:00.000,"STOLEN PROPERTY 2,1,POSSESSION",POSSESSION OF STOLEN PROPERTY,PL 1655200,B,46,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,B,45,(null),(null)
2025-01-09T00:00:00.000,"BURGLARY,UNCLASSIFIED,UNKNOWN",BURGLARY,PL 1402000,B,40,(null),(null)
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,B,42,(null),(null)
2025-01-09T00:00:00.000,"MANSLAUGHTER,UNCLASSIFIED - NO",MURDER & NON-NEGL. MANSLAUGHTE,PL 1251501,Q,109,45-64,M
2025-01-09T00:00:00.000,CRIMINAL MIS 2 & 3,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,Q,105,18-24,M
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,18,25-44,F
2025-01-09T00:00:00.000,"DRUG PARAPHERNALIA,   POSSESSE",DANGEROUS DRUGS,PL 2205001,M,9,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,M,7,(null),(null)
2025-01-09T00:00:00.000,OBSTR BREATH/CIRCUL,ASSAULT 3 & RELATED OFFENSES,PL 1211100,Q,106,25-44,M
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, INTENT T",DANGEROUS DRUGS,PL 2200601,Q,100,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,Q,113,25-44,F
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,M,23,(null),(null)
2025-01-09T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,B,40,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,K,70,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200902,K,75,(null),(null)
2025-01-09T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED VIO",OTHER STATE LAWS,CPL5700600,M,1,25-44,M
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM PERSON,UNCL",GRAND LARCENY,PL 1553005,Q,116,18-24,F
2025-01-09T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,B,48,(null),(null)
2025-01-09T00:00:00.000,"FRAUD,UNCLASSIFIED-FELONY",THEFT-FRAUD,PL 1908003,S,123,(null),(null)
2025-01-09T00:00:00.000,"BURGLARY,UNCLASSIFIED,UNKNOWN",BURGLARY,PL 1402000,M,24,25-44,M
2025-01-09T00:00:00.000,"ADM.CODE,UNCLASSIFIED MISDEMEA",ADMINISTRATIVE CODE,AC 019190B,S,122,65+,M
2025-01-09T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,18,25-44,M
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,60,(null),(null)
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0512000,K,68,(null),(null)
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,33,(null),(null)
2025-01-09T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1702500,K,83,(null),(null)
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED INFRACTIO",OTHER TRAFFIC INFRACTION,VTL051101A,Q,113,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,K,83,(null),(null)
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,Q,114,(null),(null)
2025-01-09T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,K,73,45-64,F
2025-01-09T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,B,41,(null),(null)
2025-01-09T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,M,26,25-44,M
2025-01-09T00:00:00.000,OBSTR BREATH/CIRCUL,ASSAULT 3 & RELATED OFFENSES,PL 1211100,B,40,(null),(null)
2025-01-09T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,14,18-24,M
2025-01-09T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,66,(null),(null)
2025-01-09T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,M,28,45-64,M
2025-01-09T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110A2,Q,116,(null),(null)
2025-01-09T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,K,66,(null),(null)
2025-01-09T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,M,10,(null),(null)
